date,pressure,wind_speed,wind_direction,lat,lon
2022-12-14 13:09:51.400,994.2995,5.9726977,64.89461,11.299701498959116,-82.95363421613993
2022-12-14 13:09:51.400,844.08075,7.8616977,64.32399,11.292026539508187,-82.30855580478745
2022-12-14 13:09:51.400,938.149,5.657234,84.65643,11.260897005093408,-83.61274903343991
2022-12-14 13:09:51.400,938.149,5.6667194,85.12,11.24210067549975,-83.59800151888089
2022-12-14 13:09:51.400,951.0678,7.158039,68.62042,11.28379130822844,-83.51509689268146
2022-12-14 13:09:51.400,992.5059,9.060648,80.368324,11.2774935282967,-83.1962620930491
2022-12-14 13:09:51.400,965.37146,6.7539945,82.52544,11.281872152641036,-83.13554743170018
2022-12-14 13:09:51.400,993.4735,5.387317,70.462204,11.248675717032311,-83.04549631787465
2022-12-14 13:09:51.400,971.6758,5.9820294,57.240513,11.224402674136265,-82.86227776057866
2022-12-14 13:09:51.400,939.541,5.9898868,77.207565,11.166507534458578,-83.45469201795879
2022-12-14 13:09:51.400,982.89935,6.0734453,85.05176,11.185102422074696,-83.43192002328982
2022-12-14 13:09:51.400,982.2603,6.015456,57.0636,11.191722770007466,-82.87523066824642
2022-12-14 13:09:51.400,973.78033,6.899763,68.67182,11.21289273839408,-82.39479688961154
2022-12-14 13:09:51.400,905.1355,5.980567,80.44147,11.189279795601124,-82.3427421195084
2022-12-14 13:09:51.400,852.5001,6.3725286,34.562042,11.09798629776992,-83.77100007319945
2022-12-14 13:09:51.400,882.0358,5.699569,45.44681,11.088533987651608,-83.75189852695233
2022-12-14 13:09:51.400,986.7716,5.8704696,76.6273,11.147676765589344,-83.43060741265451
2022-12-14 13:09:51.400,967.21136,6.513938,34.28898,11.143735598178544,-82.61204624412055
2022-12-14 13:09:51.400,957.47284,6.1997676,74.41769,11.078667996680013,-82.69403941737569
2022-12-14 13:09:51.400,921.34216,5.2192645,95.6094,11.073652277364737,-82.61917902309393
2022-12-14 13:09:51.400,763.38153,5.6588774,96.924126,10.992099751665378,-84.08148365822242
2022-12-14 13:09:51.400,703.72626,8.101956,121.13222,10.959025020609316,-84.01455185266046
2022-12-14 13:09:51.400,777.21985,6.5178814,96.06518,10.966133985859647,-83.58350544388934
2022-12-14 13:09:51.400,854.92194,6.4839983,96.72294,10.95888700229944,-83.05923487705834
2022-12-14 13:09:51.400,915.0819,7.8032312,88.9474,11.009954691630014,-82.99080461680197
2022-12-14 13:09:51.400,866.13556,5.3797836,55.229256,11.004601459824489,-82.84579296844804
2022-12-14 13:09:51.400,833.7859,5.614854,88.960464,10.999389782444332,-82.72888267300219
2022-12-14 13:09:51.400,927.3581,5.7885313,54.141525,10.999219105354378,-82.69153036566917
2022-12-14 13:09:51.400,830.91235,6.066951,89.163475,10.988972319159052,-82.49056536303546
2022-12-14 13:09:51.400,852.198,5.906225,98.0284,10.974874815827633,-82.47147843961707
2022-12-14 13:09:51.400,978.92706,5.8819423,81.20207,11.007044471891218,-82.35121161447981
2022-12-14 13:09:51.400,793.0468,8.874736,84.992805,10.884999304442164,-84.15260519556992
2022-12-14 13:09:51.400,887.27795,5.020714,89.51503,10.8993022944059,-83.29570095231298
2022-12-14 13:09:51.400,814.8438,5.1366215,100.04013,10.940110390221353,-83.03992514364832
2022-12-14 13:09:51.400,909.4288,3.4834983,72.28767,10.89322316363254,-83.00101902361753
2022-12-14 13:09:51.400,799.5692,8.438311,82.687614,10.924665108660866,-82.73119601981267
2022-12-14 13:09:51.400,842.8117,5.5785017,84.42471,10.932877684072226,-82.4795272117992
2022-12-14 13:09:51.400,705.73096,8.797586,103.02086,10.859122135126077,-83.66874275330976
2022-12-14 13:09:51.400,828.7553,6.094675,75.54934,10.806422842532704,-83.40014427110226
2022-12-14 13:09:51.400,744.23755,4.7431254,97.05631,10.762625037049183,-83.02482702196278
2022-12-14 13:09:51.400,916.7714,3.570774,101.581314,10.7795331572884,-82.63805806605167
2022-12-14 13:09:51.400,768.7521,9.91774,96.32011,10.679951948127478,-84.22949533469611
2022-12-14 13:09:51.400,747.5357,9.23761,94.46609,10.684371782517466,-84.18274565356587
2022-12-14 13:09:51.400,714.29364,8.118223,98.52506,10.706151773008148,-83.88350858563756
2022-12-14 13:09:51.400,725.89484,9.148369,84.015236,10.71486801500114,-83.76203567326301
2022-12-14 13:09:51.400,819.4307,5.267381,83.37423,10.671403995123171,-83.46574304226685
2022-12-14 13:09:51.400,819.4307,5.2725954,83.52084,10.676024616846762,-83.45654625389814
2022-12-14 13:09:51.400,752.4131,4.4566226,99.70516,10.712701135180003,-83.32219383509741
2022-12-14 13:09:51.400,782.7405,5.087555,91.996895,10.707877744704591,-83.28931763604814
2022-12-14 13:09:51.400,907.6257,4.473047,102.59224,10.692627899197577,-83.02258593169873
2022-12-14 13:09:51.400,755.41003,5.150373,74.96254,10.662483264561857,-83.54962478955215
2022-12-14 13:09:51.400,819.4307,4.513595,89.46727,10.65283159552142,-83.48382275862446
2022-12-14 13:09:51.400,832.2162,5.2444553,83.745544,10.652649961331791,-83.44641055529273
2022-12-14 13:09:51.400,746.5978,5.652896,90.47809,10.660797679799469,-83.1990034956237
2022-12-14 13:09:51.400,762.39905,9.623216,95.2008,10.46949705396696,-84.12342046601708
2022-12-14 13:09:51.400,798.3511,9.758509,87.594795,10.487549666276468,-84.00694568964087
2022-12-14 13:09:51.400,777.9214,8.1772785,92.897835,10.505515722261018,-83.87178698323804
2022-12-14 13:09:51.400,767.0959,4.3891716,98.41312,10.498193847511915,-83.32449187739016
2022-12-14 13:09:51.400,810.40393,8.7959175,91.0959,10.43688469341629,-84.1269463349558
2022-12-14 13:09:51.400,789.2537,8.560237,79.65908,10.407062917209402,-83.75611018370648
2022-12-14 13:09:51.400,712.37976,3.3619244,77.057785,10.410103352928026,-83.41970156641867
2022-12-14 13:09:51.400,834.1014,8.678491,81.55774,10.383808033155994,-83.7646753611839
2022-12-14 13:09:51.400,730.50214,3.0814793,174.54668,9.772583515680054,-86.09494383892763
2022-12-14 13:09:51.400,762.09106,3.8100076,170.18039,9.64299538965306,-86.19823915586548
2022-12-14 13:09:51.400,854.9877,3.001263,182.25375,9.608945302558777,-85.93279182120865
2022-12-14 13:09:51.400,974.0328,4.5273585,298.6467,9.283708282049052,-85.89670602654013
2022-12-14 13:09:51.400,939.5882,4.051135,301.39053,9.246431667699992,-85.86706853129716
2022-12-14 13:09:51.400,966.5662,3.5854917,222.13618,8.728426314725793,-86.05963336429032
2022-12-14 13:09:51.400,960.16,3.5472925,221.85722,8.710052501362195,-86.08718134869338
2022-12-14 13:09:51.400,842.11884,3.1356175,167.80237,8.600551345785552,-85.47319855024028
